FeatureCode,DateCode,Measurement,Units,Value,Gender,Population Group
S12000019,2001,Median,Pounds (GBP),355.5,Male,Workplace Based
S12000019,2006,Median,Pounds (GBP),426.5,All,Workplace Based
S12000019,2005,Median,Pounds (GBP),407.8,All,Workplace Based
S12000019,2007,Median,Pounds (GBP),463.1,All,Workplace Based
S12000019,2003,Median,Pounds (GBP),402.9,All,Workplace Based
S12000019,2002,Median,Pounds (GBP),343,All,Workplace Based
S12000019,2004,Median,Pounds (GBP),411.6,All,Workplace Based
S12000019,2011,Median,Pounds (GBP),487.1,All,Workplace Based
S12000019,2010,Median,Pounds (GBP),490.3,All,Workplace Based
S12000019,2012,Median,Pounds (GBP),484.4,All,Workplace Based
S12000019,2008,Median,Pounds (GBP),456.6,All,Workplace Based
S12000019,2009,Median,Pounds (GBP),474.3,All,Workplace Based
S12000006,2009,Median,Pounds (GBP),465.5,Male,Workplace Based
S12000006,2008,Median,Pounds (GBP),463.5,Male,Workplace Based
S12000006,2010,Median,Pounds (GBP),474.3,Male,Workplace Based
S12000006,2006,Median,Pounds (GBP),396,Male,Workplace Based
S12000006,2005,Median,Pounds (GBP),377.9,Male,Workplace Based
S12000006,2007,Median,Pounds (GBP),451,Male,Workplace Based
S12000008,2003,Median,Pounds (GBP),396.7,All,Workplace Based
S12000008,2002,Median,Pounds (GBP),378.8,All,Workplace Based
S12000008,2004,Median,Pounds (GBP),406.3,All,Workplace Based
S12000006,2012,Median,Pounds (GBP),430.8,Male,Workplace Based
S12000006,2011,Median,Pounds (GBP),435.3,Male,Workplace Based
S12000008,2001,Median,Pounds (GBP),341.5,All,Workplace Based
S12000006,2009,Median,Pounds (GBP),392.4,Female,Workplace Based
S12000006,2008,Median,Pounds (GBP),335.7,Female,Workplace Based
S12000006,2010,Median,Pounds (GBP),407.7,Female,Workplace Based
S12000006,2006,Median,Pounds (GBP),360.2,Female,Workplace Based
S12000006,2005,Median,Pounds (GBP),347.7,Female,Workplace Based
S12000006,2007,Median,Pounds (GBP),352.9,Female,Workplace Based
S12000006,2003,Median,Pounds (GBP),411.6,Male,Workplace Based
S12000006,2002,Median,Pounds (GBP),372.2,Male,Workplace Based
S12000006,2004,Median,Pounds (GBP),375,Male,Workplace Based
S12000006,2012,Median,Pounds (GBP),351.4,Female,Workplace Based
S12000006,2011,Median,Pounds (GBP),393.1,Female,Workplace Based
S12000006,2001,Median,Pounds (GBP),365.6,Male,Workplace Based
S12000008,2008,Median,Pounds (GBP),464.4,Female,Workplace Based
S12000008,2007,Median,Pounds (GBP),455.8,Female,Workplace Based
S12000008,2009,Median,Pounds (GBP),467.9,Female,Workplace Based
S12000008,2005,Median,Pounds (GBP),440,Female,Workplace Based
S12000008,2004,Median,Pounds (GBP),390.5,Female,Workplace Based
S12000008,2006,Median,Pounds (GBP),442.3,Female,Workplace Based
S12000008,2002,Median,Pounds (GBP),415.1,Male,Workplace Based
S12000008,2001,Median,Pounds (GBP),387.5,Male,Workplace Based
S12000008,2003,Median,Pounds (GBP),422.3,Male,Workplace Based
S12000008,2011,Median,Pounds (GBP),438.9,Female,Workplace Based
S12000008,2010,Median,Pounds (GBP),469.6,Female,Workplace Based
S12000008,2012,Median,Pounds (GBP),489.8,Female,Workplace Based
S12000008,2009,Median,Pounds (GBP),438.5,All,Workplace Based
S12000008,2008,Median,Pounds (GBP),455.8,All,Workplace Based
S12000008,2010,Median,Pounds (GBP),457.9,All,Workplace Based
S12000008,2006,Median,Pounds (GBP),436.1,All,Workplace Based
S12000008,2005,Median,Pounds (GBP),440.9,All,Workplace Based
S12000008,2007,Median,Pounds (GBP),444.1,All,Workplace Based
S12000008,2002,Median,Pounds (GBP),302.1,Female,Workplace Based
S12000008,2001,Median,Pounds (GBP),274.1,Female,Workplace Based
S12000008,2003,Median,Pounds (GBP),335.1,Female,Workplace Based
S12000008,2011,Median,Pounds (GBP),482.5,All,Workplace Based
S12000008,2012,Median,Pounds (GBP),489,All,Workplace Based
S12000005,2006,Median,Pounds (GBP),310,Female,Workplace Based
S12000005,2005,Median,Pounds (GBP),293.2,Female,Workplace Based
S12000005,2007,Median,Pounds (GBP),361.1,Female,Workplace Based
S12000005,2002,Median,Pounds (GBP),242.3,Female,Workplace Based
S12000005,2001,Median,Pounds (GBP),236.5,Female,Workplace Based
S12000005,2003,Median,Pounds (GBP),271.2,Female,Workplace Based
S12000005,2003,Median,Pounds (GBP),333.6,Male,Workplace Based
S12000005,2002,Median,Pounds (GBP),326.2,Male,Workplace Based
S12000005,2004,Median,Pounds (GBP),382.5,Male,Workplace Based
S12000005,2011,Median,Pounds (GBP),364.4,Female,Workplace Based
S12000005,2008,Median,Pounds (GBP),377.5,Female,Workplace Based
S12000005,2001,Median,Pounds (GBP),319.5,Male,Workplace Based
S12000005,2005,Median,Pounds (GBP),365.9,All,Workplace Based
S12000005,2004,Median,Pounds (GBP),348.9,All,Workplace Based
S12000005,2006,Median,Pounds (GBP),441.8,All,Workplace Based
S12000005,2002,Median,Pounds (GBP),288.1,All,Workplace Based
S12000005,2001,Median,Pounds (GBP),289.4,All,Workplace Based
S12000005,2003,Median,Pounds (GBP),305.8,All,Workplace Based
S12000005,2011,Median,Pounds (GBP),512.6,All,Workplace Based
S12000005,2010,Median,Pounds (GBP),494.8,All,Workplace Based
S12000005,2012,Median,Pounds (GBP),460,All,Workplace Based
S12000005,2008,Median,Pounds (GBP),421.1,All,Workplace Based
S12000005,2007,Median,Pounds (GBP),471,All,Workplace Based
S12000005,2009,Median,Pounds (GBP),499.3,All,Workplace Based
S12000006,2008,Median,Pounds (GBP),416.8,All,Workplace Based
S12000006,2007,Median,Pounds (GBP),403.1,All,Workplace Based
S12000006,2009,Median,Pounds (GBP),434.3,All,Workplace Based
S12000006,2005,Median,Pounds (GBP),364.5,All,Workplace Based
S12000006,2004,Median,Pounds (GBP),349.8,All,Workplace Based
S12000006,2006,Median,Pounds (GBP),376,All,Workplace Based
S12000006,2003,Median,Pounds (GBP),294.5,Female,Workplace Based
S12000006,2002,Median,Pounds (GBP),318.8,Female,Workplace Based
S12000006,2004,Median,Pounds (GBP),291.4,Female,Workplace Based
S12000006,2011,Median,Pounds (GBP),420.1,All,Workplace Based
S12000006,2010,Median,Pounds (GBP),443.3,All,Workplace Based
S12000006,2012,Median,Pounds (GBP),400,All,Workplace Based
S12000005,2009,Median,Pounds (GBP),538.1,Male,Workplace Based
S12000005,2008,Median,Pounds (GBP),523.4,Male,Workplace Based
S12000005,2010,Median,Pounds (GBP),541,Male,Workplace Based
S12000005,2006,Median,Pounds (GBP),513.1,Male,Workplace Based
S12000005,2005,Median,Pounds (GBP),385.6,Male,Workplace Based
S12000005,2007,Median,Pounds (GBP),495.9,Male,Workplace Based
S12000006,2002,Median,Pounds (GBP),363.5,All,Workplace Based
S12000006,2001,Median,Pounds (GBP),356.8,All,Workplace Based
S12000006,2003,Median,Pounds (GBP),360.1,All,Workplace Based
S12000005,2011,Median,Pounds (GBP),537.7,Male,Workplace Based
S12000005,2012,Median,Pounds (GBP),495.6,Male,Workplace Based
S12000011,2009,Median,Pounds (GBP),544.6,Female,Workplace Based
S12000011,2008,Median,Pounds (GBP),521.5,Female,Workplace Based
S12000011,2010,Median,Pounds (GBP),432.6,Female,Workplace Based
S12000011,2005,Median,Pounds (GBP),366.3,Female,Workplace Based
S12000011,2004,Median,Pounds (GBP),362.1,Female,Workplace Based
S12000011,2007,Median,Pounds (GBP),449.3,Female,Workplace Based
S12000011,2004,Median,Pounds (GBP),384.5,Male,Workplace Based
S12000011,2003,Median,Pounds (GBP),344.7,Male,Workplace Based
S12000011,2005,Median,Pounds (GBP),381.7,Male,Workplace Based
S12000011,2001,Median,Pounds (GBP),354.7,Male,Workplace Based
S12000011,2011,Median,Pounds (GBP),453.6,Female,Workplace Based
S12000011,2002,Median,Pounds (GBP),378.3,Male,Workplace Based
S12000011,2008,Median,Pounds (GBP),502.5,All,Workplace Based
S12000011,2007,Median,Pounds (GBP),451.9,All,Workplace Based
S12000011,2009,Median,Pounds (GBP),469.5,All,Workplace Based
S12000011,2005,Median,Pounds (GBP),383.5,All,Workplace Based
S12000011,2004,Median,Pounds (GBP),382.2,All,Workplace Based
S12000011,2006,Median,Pounds (GBP),390.3,All,Workplace Based
S12000011,2002,Median,Pounds (GBP),362.9,Female,Workplace Based
S12000011,2001,Median,Pounds (GBP),320.1,Female,Workplace Based
S12000011,2003,Median,Pounds (GBP),360.4,Female,Workplace Based
S12000011,2011,Median,Pounds (GBP),417,All,Workplace Based
S12000011,2010,Median,Pounds (GBP),432.6,All,Workplace Based
S12000011,2012,Median,Pounds (GBP),398.6,All,Workplace Based
S12000013,2011,Median,Pounds (GBP),438.7,All,Workplace Based
S12000013,2010,Median,Pounds (GBP),459.9,All,Workplace Based
S12000013,2012,Median,Pounds (GBP),439.7,All,Workplace Based
S12000013,2008,Median,Pounds (GBP),458.6,All,Workplace Based
S12000013,2007,Median,Pounds (GBP),447.6,All,Workplace Based
S12000013,2009,Median,Pounds (GBP),492.8,All,Workplace Based
S12000013,2009,Median,Pounds (GBP),502.5,Female,Workplace Based
S12000013,2008,Median,Pounds (GBP),397.6,Female,Workplace Based
S12000013,2012,Median,Pounds (GBP),381.9,Female,Workplace Based
S12000013,2002,Median,Pounds (GBP),355.1,Female,Workplace Based
S12000013,2001,Median,Pounds (GBP),340.7,Female,Workplace Based
S12000013,2003,Median,Pounds (GBP),352.8,Female,Workplace Based
S12000011,2012,Median,Pounds (GBP),394.4,Male,Workplace Based
S12000011,2011,Median,Pounds (GBP),410.9,Male,Workplace Based
S12000013,2001,Median,Pounds (GBP),390.5,All,Workplace Based
S12000011,2009,Median,Pounds (GBP),433.1,Male,Workplace Based
S12000011,2006,Median,Pounds (GBP),392.4,Male,Workplace Based
S12000011,2010,Median,Pounds (GBP),416.9,Male,Workplace Based
S12000013,2005,Median,Pounds (GBP),374,All,Workplace Based
S12000013,2004,Median,Pounds (GBP),369.3,All,Workplace Based
S12000013,2006,Median,Pounds (GBP),402.2,All,Workplace Based
S12000013,2002,Median,Pounds (GBP),405.9,All,Workplace Based
S12000013,2003,Median,Pounds (GBP),403,All,Workplace Based
S12000010,2008,Median,Pounds (GBP),473.1,All,Workplace Based
S12000010,2007,Median,Pounds (GBP),476.4,All,Workplace Based
S12000010,2009,Median,Pounds (GBP),421.9,All,Workplace Based
S12000010,2005,Median,Pounds (GBP),405.5,All,Workplace Based
S12000010,2004,Median,Pounds (GBP),388.8,All,Workplace Based
S12000010,2006,Median,Pounds (GBP),428.7,All,Workplace Based
S12000010,2002,Median,Pounds (GBP),342.9,Female,Workplace Based
S12000010,2001,Median,Pounds (GBP),309.4,Female,Workplace Based
S12000010,2003,Median,Pounds (GBP),342.6,Female,Workplace Based
S12000010,2011,Median,Pounds (GBP),461.4,All,Workplace Based
S12000010,2010,Median,Pounds (GBP),481,All,Workplace Based
S12000010,2012,Median,Pounds (GBP),472.1,All,Workplace Based
S12000008,2008,Median,Pounds (GBP),435.6,Male,Workplace Based
S12000008,2007,Median,Pounds (GBP),407.3,Male,Workplace Based
S12000008,2009,Median,Pounds (GBP),425,Male,Workplace Based
S12000008,2005,Median,Pounds (GBP),439.7,Male,Workplace Based
S12000008,2004,Median,Pounds (GBP),433.1,Male,Workplace Based
S12000008,2006,Median,Pounds (GBP),426.4,Male,Workplace Based
S12000010,2002,Median,Pounds (GBP),362.2,All,Workplace Based
S12000010,2001,Median,Pounds (GBP),315.5,All,Workplace Based
S12000010,2003,Median,Pounds (GBP),369.6,All,Workplace Based
S12000008,2011,Median,Pounds (GBP),496.4,Male,Workplace Based
S12000008,2010,Median,Pounds (GBP),451.2,Male,Workplace Based
S12000008,2012,Median,Pounds (GBP),486.7,Male,Workplace Based
S12000010,2008,Median,Pounds (GBP),527.7,Male,Workplace Based
S12000010,2007,Median,Pounds (GBP),474.3,Male,Workplace Based
S12000010,2009,Median,Pounds (GBP),456.2,Male,Workplace Based
S12000010,2005,Median,Pounds (GBP),403.1,Male,Workplace Based
S12000010,2004,Median,Pounds (GBP),371.8,Male,Workplace Based
S12000010,2006,Median,Pounds (GBP),460.4,Male,Workplace Based
S12000011,2002,Median,Pounds (GBP),372.5,All,Workplace Based
S12000011,2001,Median,Pounds (GBP),344.8,All,Workplace Based
S12000011,2003,Median,Pounds (GBP),344.9,All,Workplace Based
S12000010,2011,Median,Pounds (GBP),474.9,Male,Workplace Based
S12000010,2010,Median,Pounds (GBP),496.4,Male,Workplace Based
S12000010,2012,Median,Pounds (GBP),475.1,Male,Workplace Based
S12000010,2009,Median,Pounds (GBP),355.9,Female,Workplace Based
S12000010,2007,Median,Pounds (GBP),476.7,Female,Workplace Based
S12000010,2010,Median,Pounds (GBP),451,Female,Workplace Based
S12000010,2005,Median,Pounds (GBP),402.2,Female,Workplace Based
S12000010,2004,Median,Pounds (GBP),439.2,Female,Workplace Based
S12000010,2006,Median,Pounds (GBP),383,Female,Workplace Based
S12000010,2002,Median,Pounds (GBP),423.9,Male,Workplace Based
S12000010,2001,Median,Pounds (GBP),319,Male,Workplace Based
S12000010,2003,Median,Pounds (GBP),406.7,Male,Workplace Based
S12000010,2011,Median,Pounds (GBP),438.3,Female,Workplace Based
S12000010,2012,Median,Pounds (GBP),462.8,Female,Workplace Based
S12000033,2011,Median,Pounds (GBP),646.7,Male,Workplace Based
S12000033,2010,Median,Pounds (GBP),641.8,Male,Workplace Based
S12000033,2012,Median,Pounds (GBP),645.4,Male,Workplace Based
S12000033,2008,Median,Pounds (GBP),599.7,Male,Workplace Based
S12000033,2007,Median,Pounds (GBP),546.1,Male,Workplace Based
S12000033,2009,Median,Pounds (GBP),585.1,Male,Workplace Based
S12000034,2005,Median,Pounds (GBP),382.5,All,Workplace Based
S12000034,2004,Median,Pounds (GBP),386.8,All,Workplace Based
S12000034,2006,Median,Pounds (GBP),432.7,All,Workplace Based
S12000034,2002,Median,Pounds (GBP),373,All,Workplace Based
S12000034,2001,Median,Pounds (GBP),329.9,All,Workplace Based
S12000034,2003,Median,Pounds (GBP),373.8,All,Workplace Based
S12000033,2011,Median,Pounds (GBP),501.7,Female,Workplace Based
S12000033,2010,Median,Pounds (GBP),478.8,Female,Workplace Based
S12000033,2012,Median,Pounds (GBP),499.3,Female,Workplace Based
S12000033,2008,Median,Pounds (GBP),452.2,Female,Workplace Based
S12000033,2007,Median,Pounds (GBP),416.5,Female,Workplace Based
S12000033,2009,Median,Pounds (GBP),471.2,Female,Workplace Based
S12000033,2005,Median,Pounds (GBP),543.3,Male,Workplace Based
S12000033,2004,Median,Pounds (GBP),490.2,Male,Workplace Based
S12000033,2006,Median,Pounds (GBP),552.9,Male,Workplace Based
S12000033,2002,Median,Pounds (GBP),513.1,Male,Workplace Based
S12000033,2001,Median,Pounds (GBP),467.7,Male,Workplace Based
S12000033,2003,Median,Pounds (GBP),516.4,Male,Workplace Based
S12000034,2010,Median,Pounds (GBP),363.4,Female,Workplace Based
S12000034,2009,Median,Pounds (GBP),366.7,Female,Workplace Based
S12000034,2011,Median,Pounds (GBP),385.3,Female,Workplace Based
S12000034,2007,Median,Pounds (GBP),321.1,Female,Workplace Based
S12000034,2006,Median,Pounds (GBP),327.5,Female,Workplace Based
S12000034,2008,Median,Pounds (GBP),347.5,Female,Workplace Based
S12000034,2004,Median,Pounds (GBP),422.1,Male,Workplace Based
S12000034,2003,Median,Pounds (GBP),417.2,Male,Workplace Based
S12000034,2005,Median,Pounds (GBP),421.6,Male,Workplace Based
S12000034,2001,Median,Pounds (GBP),400.7,Male,Workplace Based
S12000034,2012,Median,Pounds (GBP),393.8,Female,Workplace Based
S12000034,2002,Median,Pounds (GBP),415.6,Male,Workplace Based
S12000034,2011,Median,Pounds (GBP),481.1,All,Workplace Based
S12000034,2010,Median,Pounds (GBP),522.4,All,Workplace Based
S12000034,2012,Median,Pounds (GBP),499.1,All,Workplace Based
S12000034,2008,Median,Pounds (GBP),467.8,All,Workplace Based
S12000034,2007,Median,Pounds (GBP),459.6,All,Workplace Based
S12000034,2009,Median,Pounds (GBP),497.8,All,Workplace Based
S12000034,2004,Median,Pounds (GBP),335.3,Female,Workplace Based
S12000034,2003,Median,Pounds (GBP),292,Female,Workplace Based
S12000034,2005,Median,Pounds (GBP),317.4,Female,Workplace Based
S12000034,2001,Median,Pounds (GBP),229,Female,Workplace Based
S12000034,2002,Median,Pounds (GBP),263.6,Female,Workplace Based
S12000030,2012,Median,Pounds (GBP),465.8,Female,Workplace Based
S12000030,2011,Median,Pounds (GBP),489.3,Female,Workplace Based
S12000030,2001,Median,Pounds (GBP),379.7,Male,Workplace Based
S12000030,2009,Median,Pounds (GBP),433.2,Female,Workplace Based
S12000030,2008,Median,Pounds (GBP),458.2,Female,Workplace Based
S12000030,2010,Median,Pounds (GBP),426.9,Female,Workplace Based
S12000030,2006,Median,Pounds (GBP),458.2,Male,Workplace Based
S12000030,2005,Median,Pounds (GBP),427.9,Male,Workplace Based
S12000030,2007,Median,Pounds (GBP),460.8,Male,Workplace Based
S12000030,2003,Median,Pounds (GBP),425.4,Male,Workplace Based
S12000030,2002,Median,Pounds (GBP),378.1,Male,Workplace Based
S12000030,2004,Median,Pounds (GBP),375,Male,Workplace Based
S12000030,2012,Median,Pounds (GBP),551.6,All,Workplace Based
S12000030,2011,Median,Pounds (GBP),510.3,All,Workplace Based
S12000030,2001,Median,Pounds (GBP),256.1,Female,Workplace Based
S12000030,2009,Median,Pounds (GBP),460.2,All,Workplace Based
S12000030,2008,Median,Pounds (GBP),454.1,All,Workplace Based
S12000030,2010,Median,Pounds (GBP),506.7,All,Workplace Based
S12000030,2006,Median,Pounds (GBP),349,Female,Workplace Based
S12000030,2005,Median,Pounds (GBP),336.7,Female,Workplace Based
S12000030,2007,Median,Pounds (GBP),411.1,Female,Workplace Based
S12000030,2003,Median,Pounds (GBP),285.6,Female,Workplace Based
S12000030,2002,Median,Pounds (GBP),287.5,Female,Workplace Based
S12000030,2004,Median,Pounds (GBP),398.7,Female,Workplace Based
S12000033,2011,Median,Pounds (GBP),585.7,All,Workplace Based
S12000033,2010,Median,Pounds (GBP),574.9,All,Workplace Based
S12000033,2012,Median,Pounds (GBP),574.9,All,Workplace Based
S12000033,2008,Median,Pounds (GBP),532.1,All,Workplace Based
S12000033,2007,Median,Pounds (GBP),479.4,All,Workplace Based
S12000033,2009,Median,Pounds (GBP),538.4,All,Workplace Based
S12000033,2005,Median,Pounds (GBP),393.7,Female,Workplace Based
S12000033,2004,Median,Pounds (GBP),369.2,Female,Workplace Based
S12000033,2006,Median,Pounds (GBP),430.5,Female,Workplace Based
S12000033,2002,Median,Pounds (GBP),335.9,Female,Workplace Based
S12000033,2001,Median,Pounds (GBP),310.7,Female,Workplace Based
S12000033,2003,Median,Pounds (GBP),362,Female,Workplace Based
S12000030,2012,Median,Pounds (GBP),594,Male,Workplace Based
S12000030,2011,Median,Pounds (GBP),535,Male,Workplace Based
S12000033,2001,Median,Pounds (GBP),399.5,All,Workplace Based
S12000030,2009,Median,Pounds (GBP),494.3,Male,Workplace Based
S12000030,2008,Median,Pounds (GBP),452.8,Male,Workplace Based
S12000030,2010,Median,Pounds (GBP),599.9,Male,Workplace Based
S12000033,2005,Median,Pounds (GBP),468.6,All,Workplace Based
S12000033,2004,Median,Pounds (GBP),425.3,All,Workplace Based
S12000033,2006,Median,Pounds (GBP),481.2,All,Workplace Based
S12000033,2002,Median,Pounds (GBP),441.6,All,Workplace Based
S12000033,2003,Median,Pounds (GBP),443.4,All,Workplace Based
S12000036,2011,Median,Pounds (GBP),490.6,Female,Workplace Based
S12000036,2010,Median,Pounds (GBP),500.4,Female,Workplace Based
S12000036,2012,Median,Pounds (GBP),496.6,Female,Workplace Based
S12000036,2008,Median,Pounds (GBP),459.1,Female,Workplace Based
S12000036,2007,Median,Pounds (GBP),437.9,Female,Workplace Based
S12000036,2009,Median,Pounds (GBP),483.9,Female,Workplace Based
S12000036,2005,Median,Pounds (GBP),492.3,Male,Workplace Based
S12000036,2004,Median,Pounds (GBP),465.8,Male,Workplace Based
S12000036,2006,Median,Pounds (GBP),507.4,Male,Workplace Based
S12000036,2002,Median,Pounds (GBP),395.8,Male,Workplace Based
S12000036,2001,Median,Pounds (GBP),355.6,Male,Workplace Based
S12000036,2003,Median,Pounds (GBP),358.1,Male,Workplace Based
S12000036,2009,Median,Pounds (GBP),513.7,All,Workplace Based
S12000036,2008,Median,Pounds (GBP),497.8,All,Workplace Based
S12000036,2010,Median,Pounds (GBP),527.4,All,Workplace Based
S12000036,2006,Median,Pounds (GBP),463.6,All,Workplace Based
S12000036,2005,Median,Pounds (GBP),440.8,All,Workplace Based
S12000036,2007,Median,Pounds (GBP),488,All,Workplace Based
S12000036,2005,Median,Pounds (GBP),390.5,Female,Workplace Based
S12000036,2004,Median,Pounds (GBP),362.1,Female,Workplace Based
S12000036,2006,Median,Pounds (GBP),421.7,Female,Workplace Based
S12000036,2012,Median,Pounds (GBP),536.8,All,Workplace Based
S12000036,2011,Median,Pounds (GBP),526.8,All,Workplace Based
S12000036,2003,Median,Pounds (GBP),276.2,Female,Workplace Based
S12000038,2010,Median,Pounds (GBP),517.4,All,Workplace Based
S12000038,2009,Median,Pounds (GBP),509.4,All,Workplace Based
S12000038,2011,Median,Pounds (GBP),520.1,All,Workplace Based
S12000038,2007,Median,Pounds (GBP),458.8,All,Workplace Based
S12000038,2006,Median,Pounds (GBP),434.1,All,Workplace Based
S12000038,2008,Median,Pounds (GBP),517.3,All,Workplace Based
S12000038,2004,Median,Pounds (GBP),325.5,Female,Workplace Based
S12000038,2003,Median,Pounds (GBP),347.4,Female,Workplace Based
S12000038,2005,Median,Pounds (GBP),365.7,Female,Workplace Based
S12000038,2001,Median,Pounds (GBP),291.4,Female,Workplace Based
S12000038,2012,Median,Pounds (GBP),532.4,All,Workplace Based
S12000038,2002,Median,Pounds (GBP),338.6,Female,Workplace Based
S12000036,2011,Median,Pounds (GBP),551.9,Male,Workplace Based
S12000036,2010,Median,Pounds (GBP),544.6,Male,Workplace Based
S12000036,2012,Median,Pounds (GBP),574.6,Male,Workplace Based
S12000036,2008,Median,Pounds (GBP),523.8,Male,Workplace Based
S12000036,2007,Median,Pounds (GBP),535,Male,Workplace Based
S12000036,2009,Median,Pounds (GBP),535,Male,Workplace Based
S12000038,2004,Median,Pounds (GBP),417.6,All,Workplace Based
S12000038,2003,Median,Pounds (GBP),404,All,Workplace Based
S12000038,2005,Median,Pounds (GBP),438.6,All,Workplace Based
S12000038,2001,Median,Pounds (GBP),370.1,All,Workplace Based
S12000038,2002,Median,Pounds (GBP),401,All,Workplace Based
S12000035,2010,Median,Pounds (GBP),464.2,All,Workplace Based
S12000035,2009,Median,Pounds (GBP),463.3,All,Workplace Based
S12000035,2011,Median,Pounds (GBP),495,All,Workplace Based
S12000035,2007,Median,Pounds (GBP),410.5,All,Workplace Based
S12000035,2006,Median,Pounds (GBP),456,All,Workplace Based
S12000035,2008,Median,Pounds (GBP),443.2,All,Workplace Based
S12000035,2004,Median,Pounds (GBP),302.4,Female,Workplace Based
S12000035,2003,Median,Pounds (GBP),279,Female,Workplace Based
S12000035,2005,Median,Pounds (GBP),335.3,Female,Workplace Based
S12000035,2001,Median,Pounds (GBP),315.1,Female,Workplace Based
S12000035,2012,Median,Pounds (GBP),468.7,All,Workplace Based
S12000035,2002,Median,Pounds (GBP),250.3,Female,Workplace Based
S12000034,2010,Median,Pounds (GBP),579.1,Male,Workplace Based
S12000034,2009,Median,Pounds (GBP),555.2,Male,Workplace Based
S12000034,2011,Median,Pounds (GBP),507.7,Male,Workplace Based
S12000034,2007,Median,Pounds (GBP),506.7,Male,Workplace Based
S12000034,2006,Median,Pounds (GBP),489,Male,Workplace Based
S12000034,2008,Median,Pounds (GBP),530.1,Male,Workplace Based
S12000035,2004,Median,Pounds (GBP),366.4,All,Workplace Based
S12000035,2003,Median,Pounds (GBP),348.8,All,Workplace Based
S12000035,2005,Median,Pounds (GBP),410.1,All,Workplace Based
S12000035,2001,Median,Pounds (GBP),344.4,All,Workplace Based
S12000034,2012,Median,Pounds (GBP),526.8,Male,Workplace Based
S12000035,2002,Median,Pounds (GBP),368.6,All,Workplace Based
S12000035,2009,Median,Pounds (GBP),516.8,Male,Workplace Based
S12000035,2008,Median,Pounds (GBP),500.9,Male,Workplace Based
S12000035,2010,Median,Pounds (GBP),509.7,Male,Workplace Based
S12000035,2006,Median,Pounds (GBP),485.1,Male,Workplace Based
S12000035,2005,Median,Pounds (GBP),480.9,Male,Workplace Based
S12000035,2007,Median,Pounds (GBP),482.3,Male,Workplace Based
S12000036,2003,Median,Pounds (GBP),324.2,All,Workplace Based
S12000036,2002,Median,Pounds (GBP),325.9,All,Workplace Based
S12000036,2004,Median,Pounds (GBP),418,All,Workplace Based
S12000035,2012,Median,Pounds (GBP),520.4,Male,Workplace Based
S12000035,2011,Median,Pounds (GBP),549.8,Male,Workplace Based
S12000036,2001,Median,Pounds (GBP),323.6,All,Workplace Based
S12000035,2010,Median,Pounds (GBP),439.4,Female,Workplace Based
S12000035,2009,Median,Pounds (GBP),406.3,Female,Workplace Based
S12000035,2011,Median,Pounds (GBP),422.7,Female,Workplace Based
S12000035,2007,Median,Pounds (GBP),319.3,Female,Workplace Based
S12000035,2006,Median,Pounds (GBP),361.9,Female,Workplace Based
S12000035,2008,Median,Pounds (GBP),387.4,Female,Workplace Based
S12000035,2003,Median,Pounds (GBP),373.5,Male,Workplace Based
S12000035,2002,Median,Pounds (GBP),414.1,Male,Workplace Based
S12000035,2004,Median,Pounds (GBP),427.8,Male,Workplace Based
S12000035,2012,Median,Pounds (GBP),441.1,Female,Workplace Based
S12000035,2001,Median,Pounds (GBP),406.9,Male,Workplace Based
S12000026,2010,Median,Pounds (GBP),385,Female,Workplace Based
S12000026,2009,Median,Pounds (GBP),341.2,Female,Workplace Based
S12000026,2011,Median,Pounds (GBP),358.4,Female,Workplace Based
S12000026,2007,Median,Pounds (GBP),315.7,Female,Workplace Based
S12000026,2006,Median,Pounds (GBP),298.6,Female,Workplace Based
S12000026,2008,Median,Pounds (GBP),313.3,Female,Workplace Based
S12000026,2004,Median,Pounds (GBP),353.9,Male,Workplace Based
S12000026,2003,Median,Pounds (GBP),436,Male,Workplace Based
S12000026,2005,Median,Pounds (GBP),354.7,Male,Workplace Based
S12000026,2001,Median,Pounds (GBP),389,Male,Workplace Based
S12000026,2012,Median,Pounds (GBP),360.8,Female,Workplace Based
S12000026,2002,Median,Pounds (GBP),380.2,Male,Workplace Based
S12000026,2010,Median,Pounds (GBP),418,All,Workplace Based
S12000026,2009,Median,Pounds (GBP),381.3,All,Workplace Based
S12000026,2011,Median,Pounds (GBP),397.6,All,Workplace Based
S12000026,2007,Median,Pounds (GBP),380.5,All,Workplace Based
S12000026,2006,Median,Pounds (GBP),345.7,All,Workplace Based
S12000026,2008,Median,Pounds (GBP),370.1,All,Workplace Based
S12000026,2004,Median,Pounds (GBP),274.7,Female,Workplace Based
S12000026,2003,Median,Pounds (GBP),276.7,Female,Workplace Based
S12000026,2005,Median,Pounds (GBP),294.2,Female,Workplace Based
S12000026,2001,Median,Pounds (GBP),335.5,Female,Workplace Based
S12000026,2012,Median,Pounds (GBP),402.7,All,Workplace Based
S12000026,2002,Median,Pounds (GBP),274.6,Female,Workplace Based
S12000027,2009,Median,Pounds (GBP),516.8,All,Workplace Based
S12000027,2008,Median,Pounds (GBP),543.8,All,Workplace Based
S12000027,2010,Median,Pounds (GBP),502.3,All,Workplace Based
S12000027,2006,Median,Pounds (GBP),402.6,All,Workplace Based
S12000027,2005,Median,Pounds (GBP),465.6,All,Workplace Based
S12000027,2007,Median,Pounds (GBP),448.2,All,Workplace Based
